,0,1,2,3,4,5,6,7,8,9,mean,std_dev,zeroes
CAM_Q16853,0.0,0.0,0.008102506798988215,0.0,0.0,0.0,0.002024889360063242,0.0,0.0,0.0,0.0010127396159051456,0.002439146942107231,8
CRE_P05412,-0.0,-0.0,-0.014616509219485301,-0.0,-0.0,-0.02547324775230493,-0.007528463018523158,-0.0,-0.011180590222479699,-0.0008781327733017706,-0.005967694298609486,0.008299695239639053,5
CRE_Q969V3,-0.0,-8.855371341348725e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-8.855371341348725e-06,2.6566114024046176e-05,9
CVD2_P21583,0.0,0.0,0.010796532415911969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001079653241591197,0.003238959724773591,9
CVD2_P24394,-0.0,-0.0,-0.02046874608885248,-0.0,-0.0,-0.0021361154875296296,-0.04549544795211896,-0.0,-0.0,-0.0,-0.006810030952850108,0.014246414020384842,7
CVD2_Q13219,-0.05965520919535986,-0.044718080795467685,-0.05156527716602551,-0.03815253991190195,-0.045791740427919524,-0.040309042661909926,-0.028887597346232034,-0.0375638404225349,-0.03872742507838322,-0.02649489305426695,-0.041186564606000155,0.009374136841823573,0
CVD2_Q16698,-0.012934300541736736,-0.003152197258960801,-0.0,-0.0,-0.0,-0.008566781377936298,-0.0,-0.009578286028672958,-0.03127683330514949,-0.0,-0.006550839851245628,0.009441774507576576,5
CVD2_Q76LX8,-0.0575355323139052,-0.05878817263350208,-0.07025063504341537,-0.08739004803206878,-0.07072062053408734,-0.039892943529974675,-0.07586660458531672,-0.04831531871975017,-0.0548388311581861,-0.08913833176597712,-0.06527370383161836,0.015387979853211487,0
CVD2_Q8IYS5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.008926936584210822,-0.00727078966058535,-0.0,-0.0,-0.0,-0.0016197726244796171,0.003260643272681949,8
"CVD2_Q8NEV9,Q14213",-0.0,-0.0,-0.0056036492777155065,-0.0,-0.0,-0.0,-0.0020203734913652634,-0.009465711441746306,-0.0,-0.0,-0.0017089734210827077,0.003096394448887102,7
CVD2_Q96D42,0.0,0.02216791846410586,0.013669975296351595,0.0,0.0,0.007708928574569748,0.030268779371370336,0.02247037619004763,0.0,0.021423027027965197,0.011770900492441037,0.011100605060843852,4
CVD2_Q99075,-0.0,-0.014283461965471983,-0.02216675637096929,-0.0,-0.0,-0.028561992600054598,-0.0,-0.008898136230674866,-0.011074976352989045,-0.0,-0.008498532352015978,0.009953648593510115,5
CVD2_Q9BYF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017562368741655874,0.0,0.00017562368741655873,0.0005268710622496762,9
CVD2_Q9UEW3,0.0,0.0,0.02345049176077795,0.0,0.027787629202563193,0.010893404120763176,0.0,0.0,0.0,0.0,0.006213152508410432,0.010269914862996913,7
